Nr;Dzien;Godzina;Temperatura
839;23.11.2022;14:33;0.9
840;23.11.2022;14:45;0.9
841;23.11.2022;14:57;0.9
842;23.11.2022;15:09;1
843;23.11.2022;15:21;0.8
844;23.11.2022;15:33;0.8
845;23.11.2022;15:45;1.2
846;23.11.2022;15:57;1.1
847;23.11.2022;16:09;1.2
848;23.11.2022;16:21;0.9
849;23.11.2022;16:33;1.1
850;23.11.2022;16:45;0.8
851;23.11.2022;16:57;1
852;23.11.2022;17:09;0.8
853;23.11.2022;17:21;0.8
854;23.11.2022;17:33;1
855;23.11.2022;17:45;1.1
856;23.11.2022;17:57;1.2
857;23.11.2022;18:09;1
858;23.11.2022;18:21;1.1
859;23.11.2022;18:33;1.2
860;23.11.2022;18:45;1.1
861;23.11.2022;18:57;1.1
862;23.11.2022;19:09;0.8
863;23.11.2022;19:21;0.8
864;23.11.2022;19:33;1.1
865;23.11.2022;19:45;1.2
866;23.11.2022;19:57;1.2
867;23.11.2022;20:09;0.8
868;23.11.2022;20:21;0.8
869;23.11.2022;20:33;1.1
870;23.11.2022;20:45;0.8
871;23.11.2022;20:57;1
872;23.11.2022;21:09;0.9
873;23.11.2022;21:21;1.2
874;23.11.2022;21:33;0.9
875;23.11.2022;21:45;1.2
876;23.11.2022;21:57;0.8
877;23.11.2022;22:09;1
878;23.11.2022;22:21;1.2
879;23.11.2022;22:33;0.8
880;23.11.2022;22:45;1
881;23.11.2022;22:57;1.2
882;23.11.2022;23:09;1.2
883;23.11.2022;23:21;1
884;23.11.2022;23:33;1.1
885;23.11.2022;23:45;0.9
886;23.11.2022;23:57;0.9
887;24.11.2022;00:09;1.2
888;24.11.2022;00:21;1.2
889;24.11.2022;00:33;1
890;24.11.2022;00:45;0.8
891;24.11.2022;00:57;1.1
892;24.11.2022;01:09;0.8
893;24.11.2022;01:21;0.9
894;24.11.2022;01:33;1
895;24.11.2022;01:45;1.1
896;24.11.2022;01:57;1.1
897;24.11.2022;02:09;1.1
898;24.11.2022;02:21;0.9
899;24.11.2022;02:33;1
900;24.11.2022;02:45;0.9
901;24.11.2022;02:57;1
902;24.11.2022;03:09;0.8
903;24.11.2022;03:21;1.2
904;24.11.2022;03:33;1.1
905;24.11.2022;03:45;1.2
906;24.11.2022;03:57;1.2
907;24.11.2022;04:09;0.8
908;24.11.2022;04:21;0.8
909;24.11.2022;04:33;1.2
910;24.11.2022;04:45;1.2
911;24.11.2022;04:57;1.1
912;24.11.2022;05:09;0.9
913;24.11.2022;05:21;1.2
914;24.11.2022;05:33;0.9
915;24.11.2022;05:45;0.8
916;24.11.2022;05:57;0.9
917;24.11.2022;06:09;1.1
918;24.11.2022;06:21;0.9
919;24.11.2022;06:33;1.1
920;24.11.2022;06:45;1.1
921;24.11.2022;06:57;1.2
922;24.11.2022;07:09;1.2
923;24.11.2022;07:21;1.2
924;24.11.2022;07:33;1.2
925;24.11.2022;07:45;1.1
926;24.11.2022;07:57;0.9
927;24.11.2022;08:09;1.2
928;24.11.2022;08:21;1
929;24.11.2022;08:33;1.1
930;24.11.2022;08:45;0.8
931;24.11.2022;08:57;0.8
932;24.11.2022;09:09;0.9
933;24.11.2022;09:21;0.9
934;24.11.2022;09:33;0.9
935;24.11.2022;09:45;1.1
936;24.11.2022;09:57;1.2
937;24.11.2022;10:09;1
938;24.11.2022;10:21;1.2
939;24.11.2022;10:33;0.9
940;24.11.2022;10:45;1
941;24.11.2022;10:57;0.8
942;24.11.2022;11:09;1
943;24.11.2022;11:21;0.9
944;24.11.2022;11:33;1.1
945;24.11.2022;11:45;1.2
946;24.11.2022;11:57;1
947;24.11.2022;12:09;1.1
948;24.11.2022;12:21;0.8
949;24.11.2022;12:33;1.1
950;24.11.2022;12:45;0.9
951;24.11.2022;12:57;0.9
952;24.11.2022;13:09;1
953;24.11.2022;13:21;0.8
954;24.11.2022;13:33;1.2
955;24.11.2022;13:45;0.8
956;24.11.2022;13:57;1.2
957;24.11.2022;14:09;0.8
958;24.11.2022;14:21;1.2
959;24.11.2022;14:33;0.8
960;24.11.2022;14:45;1.2
961;24.11.2022;14:57;0.9
962;24.11.2022;15:09;0.9
963;24.11.2022;15:21;1.2
964;24.11.2022;15:33;0.9
965;24.11.2022;15:45;0.8
966;24.11.2022;15:57;0.8
967;24.11.2022;16:09;1.2
968;24.11.2022;16:21;1.1
969;24.11.2022;16:33;1
970;24.11.2022;16:45;1.2
971;24.11.2022;16:57;0.8
972;24.11.2022;17:09;1
973;24.11.2022;17:21;0.8
974;24.11.2022;17:33;1.1
975;24.11.2022;17:45;1.2
976;24.11.2022;17:57;1.2
977;24.11.2022;18:09;0.9
978;24.11.2022;18:21;0.8
979;24.11.2022;18:33;0.9
980;24.11.2022;18:45;0.8
981;24.11.2022;18:57;1
982;24.11.2022;19:09;1.2
983;24.11.2022;19:21;0.8
984;24.11.2022;19:33;0.9
985;24.11.2022;19:45;1.2
986;24.11.2022;19:57;1.1
987;24.11.2022;20:09;1
988;24.11.2022;20:21;0.9
989;24.11.2022;20:33;0.8
990;24.11.2022;20:45;1
991;24.11.2022;20:57;0.9
992;24.11.2022;21:09;0.9
993;24.11.2022;21:21;1
994;24.11.2022;21:33;1.1
995;24.11.2022;21:45;1
996;24.11.2022;21:57;1.2
997;24.11.2022;22:09;0.8
998;24.11.2022;22:21;1.2
999;24.11.2022;22:33;1.1
1000;24.11.2022;22:45;1.1
1001;24.11.2022;22:57;0.9
1002;24.11.2022;23:09;1
1003;24.11.2022;23:21;0.9
1004;24.11.2022;23:33;0.9
1005;24.11.2022;23:45;1
1006;24.11.2022;23:57;0.9
1007;25.11.2022;00:09;0.7
1008;25.11.2022;00:21;0.8
1009;25.11.2022;00:33;0.7
1010;25.11.2022;00:45;0.9
1011;25.11.2022;00:57;1
1012;25.11.2022;01:09;0.9
1013;25.11.2022;01:21;0.7
1014;25.11.2022;01:33;0.7
1015;25.11.2022;01:45;0.6
1016;25.11.2022;01:57;1
1017;25.11.2022;02:09;0.9
1018;25.11.2022;02:21;0.7
1019;25.11.2022;02:33;0.7
1020;25.11.2022;02:45;0.5
1021;25.11.2022;02:57;0.8
1022;25.11.2022;03:09;0.8
1023;25.11.2022;03:21;0.8
1024;25.11.2022;03:33;1
1025;25.11.2022;03:45;0.5
1026;25.11.2022;03:57;0.7
1027;25.11.2022;04:09;0.9
1028;25.11.2022;04:21;0.5
1029;25.11.2022;04:33;0.5
1030;25.11.2022;04:45;0.6
1031;25.11.2022;04:57;0.7
1032;25.11.2022;05:09;0.6
1033;25.11.2022;05:21;0.9
1034;25.11.2022;05:33;0.8
1035;25.11.2022;05:45;1
1036;25.11.2022;05:57;0.6
1037;25.11.2022;06:09;0.6
1038;25.11.2022;06:21;0.8
1039;25.11.2022;06:33;0.8
1040;25.11.2022;06:45;0.5
1041;25.11.2022;06:57;0.8
1042;25.11.2022;07:09;1
1043;25.11.2022;07:21;0.7
1044;25.11.2022;07:33;0.8
1045;25.11.2022;07:45;0.6
1046;25.11.2022;07:57;0.6
1047;25.11.2022;08:09;0.8
1048;25.11.2022;08:21;0.5
1049;25.11.2022;08:33;0.8
1050;25.11.2022;08:45;1
1051;25.11.2022;08:57;0.8
1052;25.11.2022;09:09;0.9
1053;25.11.2022;09:21;0.6
1054;25.11.2022;09:33;0.5
1055;25.11.2022;09:45;1
1056;25.11.2022;09:57;0.7
1057;25.11.2022;10:09;0.8
1058;25.11.2022;10:21;0.9
1059;25.11.2022;10:33;0.6
1060;25.11.2022;10:45;1
1061;25.11.2022;10:57;0.7
1062;25.11.2022;11:09;0.6
1063;25.11.2022;11:21;0.7
1064;25.11.2022;11:33;0.9
1065;25.11.2022;11:45;0.6
1066;25.11.2022;11:57;0.7
1067;25.11.2022;12:09;0.7
1068;25.11.2022;12:21;0.9
1069;25.11.2022;12:33;0.6
1070;25.11.2022;12:45;0.7
1071;25.11.2022;12:57;0.6
1072;25.11.2022;13:09;1
1073;25.11.2022;13:21;0.7
1074;25.11.2022;13:33;1
1075;25.11.2022;13:45;1
1076;25.11.2022;13:57;0.6
1077;25.11.2022;14:09;1
1078;25.11.2022;14:21;0.9
1079;25.11.2022;14:33;1
1080;25.11.2022;14:45;0.6
1081;25.11.2022;14:57;0.5
1082;25.11.2022;15:09;0.6
1083;25.11.2022;15:21;0.6
1084;25.11.2022;15:33;0.7
1085;25.11.2022;15:45;0.6
1086;25.11.2022;15:57;0.6
1087;25.11.2022;16:09;0.7
1088;25.11.2022;16:21;0.7
1089;25.11.2022;16:33;0.8
1090;25.11.2022;16:45;0.6
1091;25.11.2022;16:57;0.8
1092;25.11.2022;17:09;0.6
1093;25.11.2022;17:21;0.8
1094;25.11.2022;17:33;0.9
1095;25.11.2022;17:45;0.8
1096;25.11.2022;17:57;0.6
1097;25.11.2022;18:09;1
1098;25.11.2022;18:21;0.9
1099;25.11.2022;18:33;0.8
1100;25.11.2022;18:45;0.9
1101;25.11.2022;18:57;0.8
1102;25.11.2022;19:09;0.7
1103;25.11.2022;19:21;0.6
1104;25.11.2022;19:33;0.9
1105;25.11.2022;19:45;0.7
1106;25.11.2022;19:57;0.6
1107;25.11.2022;20:09;1
1108;25.11.2022;20:21;0.8
1109;25.11.2022;20:33;0.6
1110;25.11.2022;20:45;1
1111;25.11.2022;20:57;0.6
1112;25.11.2022;21:09;0.9
1113;25.11.2022;21:21;0.8
1114;25.11.2022;21:33;0.5
1115;25.11.2022;21:45;0.7
1116;25.11.2022;21:57;1
1117;25.11.2022;22:09;0.9
1118;25.11.2022;22:21;0.8
1119;25.11.2022;22:33;0.8
1120;25.11.2022;22:45;0.8
1121;25.11.2022;22:57;0.5
1122;25.11.2022;23:09;0.9
1123;25.11.2022;23:21;0.7
1124;25.11.2022;23:33;0.7
1125;25.11.2022;23:45;0.9
1126;25.11.2022;23:57;0.9
1127;26.11.2022;00:09;1
1128;26.11.2022;00:21;1
1129;26.11.2022;00:33;1.2
1130;26.11.2022;00:45;1.1
1131;26.11.2022;00:57;1.1
1132;26.11.2022;01:09;1.3
1133;26.11.2022;01:21;1.2
1134;26.11.2022;01:33;1.2
1135;26.11.2022;01:45;1.3
1136;26.11.2022;01:57;1.1
1137;26.11.2022;02:09;1
1138;26.11.2022;02:21;1.1
1139;26.11.2022;02:33;1.2
1140;26.11.2022;02:45;1.1
1141;26.11.2022;02:57;1
1142;26.11.2022;03:09;1.2
1143;26.11.2022;03:21;1.2
1144;26.11.2022;03:33;1.4
1145;26.11.2022;03:45;1.5
1146;26.11.2022;03:57;1.4
1147;26.11.2022;04:09;1.4
1148;26.11.2022;04:21;1.6
1149;26.11.2022;04:33;1.7
1150;26.11.2022;04:45;1.6
1151;26.11.2022;04:57;1.6
1152;26.11.2022;05:09;1.5
1153;26.11.2022;05:21;1.4
1154;26.11.2022;05:33;1.5
1155;26.11.2022;05:45;1.6
1156;26.11.2022;05:57;1.7
1157;26.11.2022;06:09;1.5
1158;26.11.2022;06:21;1.5
1159;26.11.2022;06:33;1.4
1160;26.11.2022;06:45;1.2
1161;26.11.2022;06:57;1.3
1162;26.11.2022;07:09;1
1163;26.11.2022;07:21;1.2
1164;26.11.2022;07:33;1.3
1165;26.11.2022;07:45;1.4
1166;26.11.2022;07:57;1.3
1167;26.11.2022;08:09;1.3
1168;26.11.2022;08:21;1.2
1169;26.11.2022;08:33;1.2
1170;26.11.2022;08:45;1.4
1171;26.11.2022;08:57;1.3
1172;26.11.2022;09:09;1.5
1173;26.11.2022;09:21;1.5
1174;26.11.2022;09:33;1.6
1175;26.11.2022;09:45;1.7
1176;26.11.2022;09:57;1.5
1177;26.11.2022;10:09;1.7
1178;26.11.2022;10:21;1.8
1179;26.11.2022;10:33;1.7
1180;26.11.2022;10:45;1.9
1181;26.11.2022;10:57;1.8
1182;26.11.2022;11:09;1.9
1183;26.11.2022;11:21;1.9
1184;26.11.2022;11:33;1.7
1185;26.11.2022;11:45;1.8
1186;26.11.2022;11:57;1.9
1187;26.11.2022;12:09;1.7
1188;26.11.2022;12:21;1.6
1189;26.11.2022;12:33;1.6
1190;26.11.2022;12:45;1.7
1191;26.11.2022;12:57;1.5
1192;26.11.2022;13:09;1.5
1193;26.11.2022;13:21;1.4
1194;26.11.2022;13:33;1.5
1195;26.11.2022;13:45;1.3
1196;26.11.2022;13:57;1.3
1197;26.11.2022;14:09;1.4
1198;26.11.2022;14:21;1.2
1199;26.11.2022;14:33;1.3
1200;26.11.2022;14:45;1.3
1201;26.11.2022;14:57;1.2
1202;26.11.2022;15:09;1
1203;26.11.2022;15:21;1.1
1204;26.11.2022;15:33;1.3
1205;26.11.2022;15:45;1.1
1206;26.11.2022;15:57;0.9
1207;26.11.2022;16:09;0.9
1208;26.11.2022;16:21;1
1209;26.11.2022;16:33;0.8
1210;26.11.2022;16:45;0.7
1211;26.11.2022;16:57;0.9
1212;26.11.2022;17:09;0.8
1213;26.11.2022;17:21;0.6
1214;26.11.2022;17:33;0.6
1215;26.11.2022;17:45;0.8
1216;26.11.2022;17:57;0.9
1217;26.11.2022;18:09;1.1
1218;26.11.2022;18:21;1
1219;26.11.2022;18:33;1.2
1220;26.11.2022;18:45;1.3
1221;26.11.2022;18:57;1.1
1222;26.11.2022;19:09;1.3
1223;26.11.2022;19:21;1.4
1224;26.11.2022;19:33;1.4
1225;26.11.2022;19:45;1.2
1226;26.11.2022;19:57;1
1227;26.11.2022;20:09;1.1
1228;26.11.2022;20:21;1.1
1229;26.11.2022;20:33;1
1230;26.11.2022;20:45;1.2
1231;26.11.2022;20:57;1.3
1232;26.11.2022;21:09;1.2
1233;26.11.2022;21:21;1.4
1234;26.11.2022;21:33;1.5
1235;26.11.2022;21:45;1.4
1236;26.11.2022;21:57;1.3
1237;26.11.2022;22:09;1.3
1238;26.11.2022;22:21;1.2
1239;26.11.2022;22:33;1.4
1240;26.11.2022;22:45;1.3
1241;26.11.2022;22:57;1.5
1242;26.11.2022;23:09;1.4
1243;26.11.2022;23:21;1.4
1244;26.11.2022;23:33;1.3
1245;26.11.2022;23:45;1.4
1246;26.11.2022;23:57;1.2
1247;27.11.2022;00:09;1
1248;27.11.2022;00:21;1
1249;27.11.2022;00:33;1.2
1250;27.11.2022;00:45;1.1
1251;27.11.2022;00:57;1.1
1252;27.11.2022;01:09;1.3
1253;27.11.2022;01:21;1.2
1254;27.11.2022;01:33;1.2
1255;27.11.2022;01:45;1.3
1256;27.11.2022;01:57;1.1
1257;27.11.2022;02:09;1
1258;27.11.2022;02:21;1.1
1259;27.11.2022;02:33;1.2
1260;27.11.2022;02:45;1.1
1261;27.11.2022;02:57;1
1262;27.11.2022;03:09;1.2
1263;27.11.2022;03:21;1.2
1264;27.11.2022;03:33;1.4
1265;27.11.2022;03:45;1.5
1266;27.11.2022;03:57;1.4
1267;27.11.2022;04:09;1.4
1268;27.11.2022;04:21;1.6
1269;27.11.2022;04:33;1.7
1270;27.11.2022;04:45;1.6
1271;27.11.2022;04:57;1.6
1272;27.11.2022;05:09;1.5
1273;27.11.2022;05:21;1.4
1274;27.11.2022;05:33;1.5
1275;27.11.2022;05:45;1.6
1276;27.11.2022;05:57;1.7
1277;27.11.2022;06:09;1.5
1278;27.11.2022;06:21;1.5
1279;27.11.2022;06:33;1.4
1280;27.11.2022;06:45;1.2
1281;27.11.2022;06:57;1.3
1282;27.11.2022;07:09;1
1283;27.11.2022;07:21;1.2
1284;27.11.2022;07:33;1.3
1285;27.11.2022;07:45;1.4
1286;27.11.2022;07:57;1.3
1287;27.11.2022;08:09;1.3
1288;27.11.2022;08:21;1.2
1289;27.11.2022;08:33;1.2
1290;27.11.2022;08:45;1.4
1291;27.11.2022;08:57;1.3
1292;27.11.2022;09:09;1.5
1293;27.11.2022;09:21;1.5
1294;27.11.2022;09:33;1.6
1295;27.11.2022;09:45;1.7
1296;27.11.2022;09:57;1.5
1297;27.11.2022;10:09;1.7
1298;27.11.2022;10:21;1.8
1299;27.11.2022;10:33;1.7
1300;27.11.2022;10:45;1.9
1301;27.11.2022;10:57;1.8
1302;27.11.2022;11:09;1.9
1303;27.11.2022;11:21;1.9
1304;27.11.2022;11:33;1.7
1305;27.11.2022;11:45;1.8
1306;27.11.2022;11:57;1.9
1307;27.11.2022;12:09;1.7
1308;27.11.2022;12:21;1.6
1309;27.11.2022;12:33;1.6
1310;27.11.2022;12:45;1.7
1311;27.11.2022;12:57;1.5
1312;27.11.2022;13:09;1.5
1313;27.11.2022;13:21;1.4
1314;27.11.2022;13:33;1.5
1315;27.11.2022;13:45;1.3
1316;27.11.2022;13:57;1.3
1317;27.11.2022;14:09;1.4
1318;27.11.2022;14:21;1.2
1319;27.11.2022;14:33;1.3
1320;27.11.2022;14:45;1.3
1321;27.11.2022;14:57;1.2
1322;27.11.2022;15:09;1
1323;27.11.2022;15:21;1.1
1324;27.11.2022;15:33;1.3
1325;27.11.2022;15:45;1.1
1326;27.11.2022;15:57;0.9
1327;27.11.2022;16:09;0.9
1328;27.11.2022;16:21;1
1329;27.11.2022;16:33;0.8
1330;27.11.2022;16:45;0.7
1331;27.11.2022;16:57;0.9
1332;27.11.2022;17:09;0.8
1333;27.11.2022;17:21;0.6
1334;27.11.2022;17:33;0.6
1335;27.11.2022;17:45;0.8
1336;27.11.2022;17:57;0.9
1337;27.11.2022;18:09;1.1
1338;27.11.2022;18:21;1
1339;27.11.2022;18:33;1.2
1340;27.11.2022;18:45;1.3
1341;27.11.2022;18:57;1.1
1342;27.11.2022;19:09;1.3
1343;27.11.2022;19:21;1.4
1344;27.11.2022;19:33;1.4
1345;27.11.2022;19:45;1.2
1346;27.11.2022;19:57;1
1347;27.11.2022;20:09;1.1
1348;27.11.2022;20:21;1.1
1349;27.11.2022;20:33;1
1350;27.11.2022;20:45;1.2
1351;27.11.2022;20:57;1.3
1352;27.11.2022;21:09;1.2
1353;27.11.2022;21:21;1.4
1354;27.11.2022;21:33;1.5
1355;27.11.2022;21:45;1.4
1356;27.11.2022;21:57;1.3
1357;27.11.2022;22:09;1.3
1358;27.11.2022;22:21;1.2
1359;27.11.2022;22:33;1.4
1360;27.11.2022;22:45;1.3
1361;27.11.2022;22:57;1.5
1362;27.11.2022;23:09;1.4
1363;27.11.2022;23:21;1.4
1364;27.11.2022;23:33;1.3
1365;27.11.2022;23:45;1.4
1366;27.11.2022;23:57;1.2
1367;28.11.2022;00:09;0.9
1368;28.11.2022;00:21;0.9
1369;28.11.2022;00:33;1.1
1370;28.11.2022;00:45;1
1371;28.11.2022;00:57;1
1372;28.11.2022;01:09;1.2
1373;28.11.2022;01:21;1.1
1374;28.11.2022;01:33;1.1
1375;28.11.2022;01:45;1.2
1376;28.11.2022;01:57;1
1377;28.11.2022;02:09;0.9
1378;28.11.2022;02:21;1
1379;28.11.2022;02:33;1.1
1380;28.11.2022;02:45;1
1381;28.11.2022;02:57;0.9
1382;28.11.2022;03:09;1.1
1383;28.11.2022;03:21;1.1
1384;28.11.2022;03:33;1.3
1385;28.11.2022;03:45;1.4
1386;28.11.2022;03:57;1.3
1387;28.11.2022;04:09;1.3
1388;28.11.2022;04:21;1.5
1389;28.11.2022;04:33;1.4
1390;28.11.2022;04:45;1.5
1391;28.11.2022;04:57;1.5
1392;28.11.2022;05:09;1.6
1393;28.11.2022;05:21;1.8
1394;28.11.2022;05:33;1.7
1395;28.11.2022;05:45;1.8
1396;28.11.2022;05:57;1.8
1397;28.11.2022;06:09;1.7
1398;28.11.2022;06:21;1.6
1399;28.11.2022;06:33;1.6
1400;28.11.2022;06:45;1.4
1401;28.11.2022;06:57;1.3
1402;28.11.2022;07:09;1.2
1403;28.11.2022;07:21;1.1
1404;28.11.2022;07:33;1
1405;28.11.2022;07:45;0.9
1406;28.11.2022;07:57;0.9
1407;28.11.2022;08:09;0.7
1408;28.11.2022;08:21;0.8
1409;28.11.2022;08:33;0.6
1410;28.11.2022;08:45;0.7
1411;28.11.2022;08:57;0.5
1412;28.11.2022;09:09;0.5
1413;28.11.2022;09:21;0.6
1414;28.11.2022;09:33;0.6
1415;28.11.2022;09:45;0.7
1416;28.11.2022;09:57;0.8
1417;28.11.2022;10:09;1
1418;28.11.2022;10:21;1
1419;28.11.2022;10:33;0.9
1420;28.11.2022;10:45;1
1421;28.11.2022;10:57;1.1
1422;28.11.2022;11:09;1.2
1423;28.11.2022;11:21;1.1
1424;28.11.2022;11:33;1
1425;28.11.2022;11:45;0.8
1426;28.11.2022;11:57;0.7
1427;28.11.2022;12:09;0.8
1428;28.11.2022;12:21;0.9
1429;28.11.2022;12:33;1
1430;28.11.2022;12:45;0.8
1431;28.11.2022;12:57;0.8
1432;28.11.2022;13:09;0.6
1433;28.11.2022;13:21;0.7
1434;28.11.2022;13:33;0.5
1435;28.11.2022;13:45;0.4
1436;28.11.2022;13:57;0.4
1437;28.11.2022;14:09;0.5
1438;28.11.2022;14:21;0.7
1439;28.11.2022;14:33;0.8
1440;28.11.2022;14:45;0.9
1441;28.11.2022;14:57;0.9
1442;28.11.2022;15:09;1.1
1443;28.11.2022;15:21;1
1444;28.11.2022;15:33;1.1
1445;28.11.2022;15:45;1.2
1446;28.11.2022;15:57;1.1
1447;28.11.2022;16:09;0.9
1448;28.11.2022;16:21;0.9
1449;28.11.2022;16:33;0.7
1450;28.11.2022;16:45;0.6
1451;28.11.2022;16:57;0.8
1452;28.11.2022;17:09;0.7
1453;28.11.2022;17:21;0.5
1454;28.11.2022;17:33;0.5
1455;28.11.2022;17:45;0.7
1456;28.11.2022;17:57;0.8
1457;28.11.2022;18:09;1
1458;28.11.2022;18:21;0.9
1459;28.11.2022;18:33;1.1
1460;28.11.2022;18:45;1.2
1461;28.11.2022;18:57;1
1462;28.11.2022;19:09;1.2
1463;28.11.2022;19:21;1.3
1464;28.11.2022;19:33;1.3
1465;28.11.2022;19:45;1.4
1466;28.11.2022;19:57;1.3
1467;28.11.2022;20:09;1.2
1468;28.11.2022;20:21;1.1
1469;28.11.2022;20:33;0.9
1470;28.11.2022;20:45;1.1
1471;28.11.2022;20:57;1.2
1472;28.11.2022;21:09;1.1
1473;28.11.2022;21:21;1.3
1474;28.11.2022;21:33;1.4
1475;28.11.2022;21:45;1.3
1476;28.11.2022;21:57;1.5
1477;28.11.2022;22:09;1.6
1478;28.11.2022;22:21;1.7
1479;28.11.2022;22:33;1.6
1480;28.11.2022;22:45;1.5
1481;28.11.2022;22:57;1.5
1482;28.11.2022;23:09;1.4
1483;28.11.2022;23:21;1.3
1484;28.11.2022;23:33;1.2
1485;28.11.2022;23:45;1.3
1486;28.11.2022;23:57;1.4
1487;29.11.2022;00:09;1.5
1488;29.11.2022;00:21;1.3
1489;29.11.2022;00:33;1.2
1490;29.11.2022;00:45;1
1491;29.11.2022;00:57;1
1492;29.11.2022;01:09;1.2
1493;29.11.2022;01:21;1.1
1494;29.11.2022;01:33;1.1
1495;29.11.2022;01:45;1.2
1496;29.11.2022;01:57;1
1497;29.11.2022;02:09;1.1
1498;29.11.2022;02:21;1
1499;29.11.2022;02:33;1.2
1500;29.11.2022;02:45;1.2
1501;29.11.2022;02:57;1.3
1502;29.11.2022;03:09;1.4
1503;29.11.2022;03:21;1.2
1504;29.11.2022;03:33;1.3
1505;29.11.2022;03:45;1.4
1506;29.11.2022;03:57;1.3
1507;29.11.2022;04:09;1.3
1508;29.11.2022;04:21;1.5
1509;29.11.2022;04:33;1.6
1510;29.11.2022;04:45;1.7
1511;29.11.2022;04:57;1.7
1512;29.11.2022;05:09;1.6
1513;29.11.2022;05:21;1.8
1514;29.11.2022;05:33;1.7
1515;29.11.2022;05:45;1.8
1516;29.11.2022;05:57;1.6
1517;29.11.2022;06:09;1.5
1518;29.11.2022;06:21;1.4
1519;29.11.2022;06:33;1.3
1520;29.11.2022;06:45;1.1
1521;29.11.2022;06:57;1.2
1522;29.11.2022;07:09;0.9
1523;29.11.2022;07:21;0.9
1524;29.11.2022;07:33;0.7
1525;29.11.2022;07:45;0.6
1526;29.11.2022;07:57;0.5
1527;29.11.2022;08:09;0.5
1528;29.11.2022;08:21;0.7
1529;29.11.2022;08:33;0.6
1530;29.11.2022;08:45;0.8
1531;29.11.2022;08:57;0.9
1532;29.11.2022;09:09;0.9
1533;29.11.2022;09:21;1
1534;29.11.2022;09:33;0.7
1535;29.11.2022;09:45;0.8
1536;29.11.2022;09:57;0.8
1537;29.11.2022;10:09;1
1538;29.11.2022;10:21;1.1
1539;29.11.2022;10:33;1.2
1540;29.11.2022;10:45;1.2
1541;29.11.2022;10:57;1.1
1542;29.11.2022;11:09;1.3
1543;29.11.2022;11:21;1.3
1544;29.11.2022;11:33;1.2
1545;29.11.2022;11:45;1.4
1546;29.11.2022;11:57;1.3
1547;29.11.2022;12:09;1.4
1548;29.11.2022;12:21;1.4
1549;29.11.2022;12:33;1.5
1550;29.11.2022;12:45;1.4
1551;29.11.2022;12:57;1.4
1552;29.11.2022;13:09;1.4
1553;29.11.2022;13:21;1.3
1554;29.11.2022;13:33;1.4
1555;29.11.2022;13:45;1.2
1556;29.11.2022;13:57;1.2
1557;29.11.2022;14:09;1.3
1558;29.11.2022;14:21;1.1
1559;29.11.2022;14:33;1.2
1560;29.11.2022;14:45;1.2
1561;29.11.2022;14:57;1.1
1562;29.11.2022;15:09;0.9
1563;29.11.2022;15:21;1
1564;29.11.2022;15:33;1.2
1565;29.11.2022;15:45;1
1566;29.11.2022;15:57;0.8
1567;29.11.2022;16:09;0.8
1568;29.11.2022;16:21;0.9
1569;29.11.2022;16:33;1
1570;29.11.2022;16:45;1.1
1571;29.11.2022;16:57;1.1
1572;29.11.2022;17:09;1.2
1573;29.11.2022;17:21;1.1
1574;29.11.2022;17:33;1
1575;29.11.2022;17:45;1
1576;29.11.2022;17:57;1.1
1577;29.11.2022;18:09;0.9
1578;29.11.2022;18:21;0.9
1579;29.11.2022;18:33;1.1
1580;29.11.2022;18:45;1.2
1581;29.11.2022;18:57;1
1582;29.11.2022;19:09;1.2
1583;29.11.2022;19:21;1.3
1584;29.11.2022;19:33;1.3
1585;29.11.2022;19:45;1.4
1586;29.11.2022;19:57;1.3
1587;29.11.2022;20:09;1.4
1588;29.11.2022;20:21;1.4
1589;29.11.2022;20:33;1.5
1590;29.11.2022;20:45;1.5
1591;29.11.2022;20:57;1.4
1592;29.11.2022;21:09;1.6
1593;29.11.2022;21:21;1.5
1594;29.11.2022;21:33;1.3
1595;29.11.2022;21:45;1.3
1596;29.11.2022;21:57;1.2
1597;29.11.2022;22:09;1.2
1598;29.11.2022;22:21;1.1
1599;29.11.2022;22:33;1.3
1600;29.11.2022;22:45;1.2
1601;29.11.2022;22:57;1.4
1602;29.11.2022;23:09;1.3
1603;29.11.2022;23:21;1.3
1604;29.11.2022;23:33;1.4
1605;29.11.2022;23:45;1.5
1606;29.11.2022;23:57;1.5
1607;30.11.2022;00:09;1.4
1608;30.11.2022;00:21;1.6
1609;30.11.2022;00:33;1.4
1610;30.11.2022;00:45;1.4
1611;30.11.2022;00:57;1.3
1612;30.11.2022;01:09;1.2
1613;30.11.2022;01:21;1.1
1614;30.11.2022;01:33;1.1
1615;30.11.2022;01:45;1.2
1616;30.11.2022;01:57;1
1617;30.11.2022;02:09;0.9
1618;30.11.2022;02:21;1
1619;30.11.2022;02:33;1.1
1620;30.11.2022;02:45;1
1621;30.11.2022;02:57;0.9
1622;30.11.2022;03:09;1.1
1623;30.11.2022;03:21;1.1
1624;30.11.2022;03:33;1
1625;30.11.2022;03:45;1.2
1626;30.11.2022;03:57;1.1
1627;30.11.2022;04:09;1.2
1628;30.11.2022;04:21;1.1
1629;30.11.2022;04:33;1.1
1630;30.11.2022;04:45;0.9
1631;30.11.2022;04:57;1
1632;30.11.2022;05:09;0.9
1633;30.11.2022;05:21;1.1
1634;30.11.2022;05:33;1
